_id,patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
286,Alameda,2023,0,PRE-MDC,7,,
287,Alameda,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8830,,
288,Alameda,2023,2,"EYE, DISEASES & DISORDERS",227,,
289,Alameda,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1087,,
290,Alameda,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",9393,,
291,Alameda,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",14217,,
292,Alameda,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",8877,,
293,Alameda,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3667,,
294,Alameda,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",8151,,
295,Alameda,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2219,,
296,Alameda,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4688,,
297,Alameda,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4865,,
298,Alameda,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",292,,
299,Alameda,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",795,,
300,Alameda,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",17365,,
301,Alameda,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,16670,,
302,Alameda,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",1437,,
303,Alameda,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1661,,
304,Alameda,2023,18,INFECTIOUS & PARASITIC DISEASES,12679,,
305,Alameda,2023,19,MENTAL DISEASES & DISORDERS,7292,,
306,Alameda,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1371,,
307,Alameda,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1738,,
308,Alameda,2023,22,BURNS,113,,
309,Alameda,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,723,,
310,Alameda,2023,24,MULTIPLE SIGNFICANT TRAUMA,454,,
311,Alameda,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,211,,
312,Alpine,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3,,
313,Alpine,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4,,
314,Alpine,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1,,
315,Alpine,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4,,
316,Alpine,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
317,Alpine,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
318,Alpine,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
319,Alpine,2012,19,MENTAL DISEASES & DISORDERS,1,,
320,Alpine,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1,,
321,Alpine,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,3,,
322,Alpine,2012,24,MULTIPLE SIGNFICANT TRAUMA,1,,
323,Alpine,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2,,
324,Alpine,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3,,
325,Alpine,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",2,,
326,Alpine,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3,,
327,Alpine,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1,,
328,Alpine,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
329,Alpine,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
330,Alpine,2013,18,INFECTIOUS & PARASITIC DISEASES,1,,
331,Alpine,2013,19,MENTAL DISEASES & DISORDERS,2,,
332,Alpine,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1,,
333,Alpine,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",,2,Cells suppressed for complementary cell
334,Alpine,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1,,
335,Alpine,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2,,
336,Alpine,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1,,
337,Alpine,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2,,
338,Alpine,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3,,
339,Alpine,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
340,Alpine,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
341,Alpine,2014,18,INFECTIOUS & PARASITIC DISEASES,2,,
342,Alpine,2014,19,MENTAL DISEASES & DISORDERS,4,,
343,Alpine,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2,,
344,Alpine,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1,,
345,Alpine,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1,,
346,Alpine,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",2,,
347,Alpine,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1,,
348,Alpine,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7,,
349,Alpine,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1,,
350,Alpine,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1,,
351,Alpine,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
352,Alpine,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
353,Alpine,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
354,Alpine,2015,19,MENTAL DISEASES & DISORDERS,3,,
355,Alpine,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",,2,Cell suppressed for complementary cell
356,Alpine,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1,,
357,Alpine,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4,,
358,Alpine,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1,,
359,Alpine,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2,,
360,Alpine,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1,,
361,Alpine,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7,,
362,Alpine,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",3,,
363,Alpine,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
364,Alpine,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
365,Alpine,2016,19,MENTAL DISEASES & DISORDERS,2,,
366,Alpine,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
367,Alpine,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2,,
368,Alpine,2016,22,BURNS,1,,
369,Alpine,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1,,
370,Alpine,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3,,
371,Alpine,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1,,
372,Alpine,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3,,
373,Alpine,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",2,,
374,Alpine,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1,,
375,Alpine,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
376,Alpine,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
377,Alpine,2017,19,MENTAL DISEASES & DISORDERS,4,,
378,Alpine,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2,,
379,Alpine,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4,,
380,Alpine,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4,,
381,Alpine,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2,,
382,Alpine,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3,,
383,Alpine,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",7,,
384,Alpine,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1,,
385,Alpine,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",5,,
386,Alpine,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1,,
387,Alpine,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",13,,
388,Alpine,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,12,,
389,Alpine,2018,19,MENTAL DISEASES & DISORDERS,2,,
390,Alpine,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
391,Alpine,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1,,
392,Alpine,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2,,
393,Alpine,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3,,
394,Alpine,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4,,
395,Alpine,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1,,
396,Alpine,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
397,Alpine,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
398,Alpine,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",1,,
399,Alpine,2019,18,INFECTIOUS & PARASITIC DISEASES,1,,
400,Alpine,2019,19,MENTAL DISEASES & DISORDERS,2,,
401,Alpine,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
402,Alpine,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1,,
403,Alpine,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1,,
404,Alpine,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",5,,
405,Alpine,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3,,
406,Alpine,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1,,
407,Alpine,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
408,Alpine,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
409,Alpine,2020,18,INFECTIOUS & PARASITIC DISEASES,1,,
410,Alpine,2020,19,MENTAL DISEASES & DISORDERS,5,,
411,Alpine,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
412,Alpine,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2,,
413,Alpine,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",4,,
414,Alpine,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1,,
415,Alpine,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1,,
416,Alpine,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",5,,
417,Alpine,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1,,
418,Alpine,2021,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",2,,
419,Alpine,2021,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",3,,
420,Alpine,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
421,Alpine,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
422,Alpine,2021,18,INFECTIOUS & PARASITIC DISEASES,2,,
423,Alpine,2021,19,MENTAL DISEASES & DISORDERS,6,,
424,Alpine,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
425,Alpine,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1,,
426,Alpine,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3,,
427,Alpine,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2,,
428,Alpine,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3,,
429,Alpine,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",4,,
430,Alpine,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1,,
431,Alpine,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
432,Alpine,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
433,Alpine,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
434,Alpine,2022,19,MENTAL DISEASES & DISORDERS,2,,
435,Alpine,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1,,
436,Alpine,2022,24,MULTIPLE SIGNFICANT TRAUMA,2,,
437,Alpine,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",3,,
438,Alpine,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1,,
439,Alpine,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1,,
440,Alpine,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",3,,
441,Alpine,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",4,,
442,Alpine,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",,1,Cell suppressed for small numbers
443,Alpine,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,,1,Cell suppressed for small numbers
444,Alpine,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2,,
445,Alpine,2023,18,INFECTIOUS & PARASITIC DISEASES,1,,
446,Alpine,2023,19,MENTAL DISEASES & DISORDERS,2,,
447,Alpine,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1,,
448,Alpine,2023,24,MULTIPLE SIGNFICANT TRAUMA,1,,
449,Amador,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",271,,
450,Amador,2012,2,"EYE, DISEASES & DISORDERS",7,,
451,Amador,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",31,,
452,Amador,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",376,,
453,Amador,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",767,,
454,Amador,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",454,,
455,Amador,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",155,,
456,Amador,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",576,,
457,Amador,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",104,,
458,Amador,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",100,,
459,Amador,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",142,,
460,Amador,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",28,,
461,Amador,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",76,,
462,Amador,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",334,,
463,Amador,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,301,,
464,Amador,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",32,,
465,Amador,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,28,,
466,Amador,2012,18,INFECTIOUS & PARASITIC DISEASES,324,,
467,Amador,2012,19,MENTAL DISEASES & DISORDERS,101,,
468,Amador,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,22,,
469,Amador,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",72,,
470,Amador,2012,22,BURNS,2,,
471,Amador,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,70,,
472,Amador,2012,24,MULTIPLE SIGNFICANT TRAUMA,13,,
473,Amador,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
474,Amador,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",241,,
475,Amador,2013,2,"EYE, DISEASES & DISORDERS",2,,
476,Amador,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",30,,
477,Amador,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",370,,
478,Amador,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",692,,
479,Amador,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",427,,
480,Amador,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",147,,
481,Amador,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",517,,
482,Amador,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",82,,
483,Amador,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",109,,
484,Amador,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",169,,
485,Amador,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",24,,
486,Amador,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",72,,
487,Amador,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",307,,
488,Amador,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,276,,
489,Amador,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",28,,
490,Amador,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,32,,
491,Amador,2013,18,INFECTIOUS & PARASITIC DISEASES,307,,
492,Amador,2013,19,MENTAL DISEASES & DISORDERS,121,,
493,Amador,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,36,,
494,Amador,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",81,,
495,Amador,2013,22,BURNS,3,,
496,Amador,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,68,,
497,Amador,2013,24,MULTIPLE SIGNFICANT TRAUMA,15,,
498,Amador,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",290,,
499,Amador,2014,2,"EYE, DISEASES & DISORDERS",7,,
500,Amador,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",26,,
501,Amador,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",352,,
502,Amador,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",605,,
503,Amador,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",412,,
504,Amador,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",152,,
505,Amador,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",572,,
506,Amador,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",72,,
507,Amador,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",97,,
508,Amador,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",162,,
509,Amador,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
510,Amador,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",55,,
511,Amador,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",333,,
512,Amador,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,313,,
513,Amador,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",43,,
514,Amador,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,29,,
515,Amador,2014,18,INFECTIOUS & PARASITIC DISEASES,345,,
516,Amador,2014,19,MENTAL DISEASES & DISORDERS,105,,
517,Amador,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,40,,
518,Amador,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",68,,
519,Amador,2014,22,BURNS,8,,
520,Amador,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,85,,
521,Amador,2014,24,MULTIPLE SIGNFICANT TRAUMA,23,,
522,Amador,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
523,Amador,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",271,,
524,Amador,2015,2,"EYE, DISEASES & DISORDERS",7,,
525,Amador,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",32,,
526,Amador,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",426,,
527,Amador,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",703,,
528,Amador,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",497,,
529,Amador,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",149,,
530,Amador,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",617,,
531,Amador,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",89,,
532,Amador,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",116,,
533,Amador,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",153,,
534,Amador,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",19,,
535,Amador,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",32,,
536,Amador,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",322,,
537,Amador,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,315,,
538,Amador,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",43,,
539,Amador,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,39,,
540,Amador,2015,18,INFECTIOUS & PARASITIC DISEASES,386,,
541,Amador,2015,19,MENTAL DISEASES & DISORDERS,133,,
542,Amador,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,26,,
543,Amador,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",67,,
544,Amador,2015,22,BURNS,4,,
545,Amador,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,66,,
546,Amador,2015,24,MULTIPLE SIGNFICANT TRAUMA,19,,
547,Amador,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
548,Amador,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",269,,
549,Amador,2016,2,"EYE, DISEASES & DISORDERS",4,,
550,Amador,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",29,,
551,Amador,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",371,,
552,Amador,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",653,,
553,Amador,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",503,,
554,Amador,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",147,,
555,Amador,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",553,,
556,Amador,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",128,,
557,Amador,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",130,,
558,Amador,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",176,,
559,Amador,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",16,,
560,Amador,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",30,,
561,Amador,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",340,,
562,Amador,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,315,,
563,Amador,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",32,,
564,Amador,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,39,,
